sample_id,year,broadcast_abstract,abstract_length,broadcasts_in_year,broadcast_time,id_coder_1,id_coder_2,id_coder_3,geography_coder_1,geography_coder_2,geography_coder_3,news_coder_1,news_coder_2,news_coder_3,news,news_majority,geography,geography_majority
592270,1974,"3 month old teacher strike conts. in Hortonville, WI. Such strikes forbidden in WI.REPORTER: Tom Brokaw(Hortonville, WI) Apr. 15 film shows teachers from all over state supporting strike. Parents deplore picketing and alleged harassment of new teachers, hired to replace strikers. Edward level down. School board refused to take teachers back when they offered. [MAN - says """"""""dumb"""""""" farmers smarter than teachers.] [2nd MAN - says teachers no good; they quit.] Only 4 teachers didn't strike. Think board wants to break union. [Union President Mike WISNOSKI - says union won't give up.] Strikers hold mock funeral at capitol, urging legislature to give them right to strike.REPORTER: Bob Jamieson",695,12819,150,45653549,45599121,45362379,international,national,local,hard,hard,hard,hard,hard,NA,NA
622017,1974,"Many small colleges begin feeling money pinch.REPORTER: Walter Cronkite(Seneca Falls, New York) Eisenhower College partially funded by Congo with plenty of Eisenhowers to back it in early years since 1968. Now bleak fin. circumstances may force college to close. Students react to college. [English professor John MOEN - says if college closes, he would lose a home and would be forced to start over.] [President John ROSENKRANS - admits he named $5 million as sufficient amount needed from Congress] Community around Eisenhower College rallies to its support.REPORTER: Steve Young",581,12819,200,45598929,45710263,45602600,national,national,national,hard,hard,hard,hard,hard,national,national
587005,1974,"Attorney General Saxbe says 1 million jobs created if Immigration Service could close US-Mexico border. Report on illegal entry.REPORTER: John Chancellor(El Paso, Texas) Border patrol only stops fraction of those who get in US daily. 7-12 million estimated in US. Justice Department asks for more money for Immigration Service and more men for border. Department wants law making it crime to hire illegal aliens.REPORTER: George Lewis (WBAP-TV)(Brownsville, Texas) Admin. lobbies to get its legislature passed. [SAXBE - says illegal aliens hold million jobs and drain money from United States economy] For every alien caught and deported, 2 or 3 more slip in.REPORTER: George Lewis",681,12819,130,45190806,45598929,45690795,national,international,national,hard,hard,hard,hard,hard,NA,national
595542,1974,"Mrs. Martin Luther King Senior paid last respects by friends and admirers.REPORTER: Roger Mudd(Atlanta, Georgia) Police and FBI investigate possibility Marcus Wayne Chenault involved in conspiracy. [Defendant's friend Marvin FOSTER - says Chenault tried to convince him to join group called The House of Israel.]REPORTER: Bernard Goldberg",338,12819,100,45490446,45353426,45421740,local,national,national,hard,hard,hard,hard,hard,NA,national
594696,1974,Charles Colson testifies at Ellsberg break-in trial.REPORTER: Roger Mudd(DC) Colson's testimony reviewed. John Ehrlichman charged with perjury in case. Egil Krogh and Robert Cushman testify also. [COLSON - says he's certain he wouldn't have raised money for illegal purposes if he had known they were illegal.] Prosecution nearly completes argument.REPORTER: Fred Graham Artist: Howard Brodie,392,12819,110,45574470,45597159,45651313,local,national,national,hard,hard,hard,hard,hard,NA,national
621502,1974,"Patricia Hearst kidnapped 7 weeks ago. Randolph Hearst resumes free food distribution program.REPORTER: Walter Cronkite(San Francisco, California) Kidnappers demand top quality food be given away by Randolph Hearst. California judge refuses request of 2 SLA mbrs, Russell Little and Joseph Remiro to go on national television to discuss Hearst kidnapping. Randolph Hearst disappointed by judge's ruling.REPORTER: Richard Threlkeld",430,12819,130,45686939,45541643,45485760,national,local,national,hard,hard,hard,hard,hard,NA,national
574175,1975,"Report on defendants who play large role in defenseREPORTER: Walter Cronkite(Sacramento, California) Fromme shown holding 1st jailhse. meeting with reporters on September 18, 1975. She rambled about environment and pollution. She said President Ford doesn't representative people and she acted alone (in trying to shoot him). An attorney wouldn't allow her to speak like that, but it's her right as her own attorneyREPORTER: Betty Ann Bowser(Los Angeles, California) 34 jail inmates use law library to prepare their defense Mbrs. of legal profession concerned over trend. [US attorney Dwayne KEYES - says client obviously can't travel to prepare case.] [L.A. city jail commander Captain James WHITE - says prisoners defending selves will smuggle out illegal mail and will read anything and say they're working on case.] [INMATE - says my future depends on winning. Attorney gets paid whether win or lose.] [2nd INMATE - thinks he knows what he's doing.] [Attorney F. Lee BAILEY - says it's sort of like doing own brain surgery.]REPORTER: Betty Ann Bowser",1054,12946,160,45421740,45686939,45637649,national,national,national,hard,hard,soft,NA,hard,national,national
569243,1975,"Bomb placed under Conservative member of Parliament Hugh Fraser's car kills passerby and his poodle. Caroline Kennedy, 17, was house guest of Fraser.REPORTER: Harry Reasoner(London, England) Caroline could have been in car had not Fraser been delayed by telephone call. Prof. Gordon Fairley, known for his leukemia studies, killed. [FRASER - says bomb under his car exploded.] IRA planted bomb. [London police Ernest BOND - says not quite sure who placed bomb; doesn't think it's significant that Caroline Kennedy staying here.] She took day off from art school at Sotheby's and stayed with friends.REPORTER: Rex Ellis",618,12946,90,45369365,45602847,45684966,international,national,international,hard,hard,hard,hard,hard,NA,international
571620,1975,Defense Department says talks held with USSR with regard to alleged Soviet laser beam weapon tests against United States spy satellites.REPORTER: Harry Reasoner USSR has tested laser beams against United States spy satellites.REPORTER: Jules Bergman(No location given) How Midas laser warning systems put into action shown. USSR developed ground lasers to blind and destroy infrared sensors. Soviet lasers come from 3 sites in Siberia. Their goal is to blind US warning satellites so they could launch undetected missile strike. Defense Department sets aside funds to develop means of protecting United States satellites from attack.REPORTER: Jules Bergman United States satellites are only protection against modern Pearl Harbor.REPORTER: Jules Bergman; Harry Reasoner,769,12946,110,45558473,45599121,45421740,international,international,international,hard,hard,hard,hard,hard,international,international
569460,1975,Upcoming stories outlined.REPORTER: John Chancellor,51,12946,40,45450817,45198493,45576917,not_clear,not_clear,national,not_clear,not_clear,hard,NA,NA,NA,not_clear
601819,1975,"Senator Henry """"""""Scoop"""""""" Jackson, 62, assembles family and reporters to watch TV ad of his announcement for president candidacy. Paid political announcement shown. [JACKSON - announces candidacy.]REPORTER: Walter Cronkite(DC) Jackson was flop in `72 campaign.REPORTER: Roger Mudd(Manchester, New Hampshire) Jackson collected $1 million before new campaign limits set. Issues, like energy, gasoline prices, strip mining, environment and Jewish emigration, on his side.REPORTER: Roger Mudd(Nashua, New Hampshire) His name recognition built to 50%. He's had cosmetic surgery around eyes.REPORTER: Roger Mudd(Waltham, Massachusetts) He's campaigned for leftist candidates and is opposed to more aid for Saigon.REPORTER: Roger Mudd(DC) Evidence shows he's not changed since spring `72. Appearing thoughtful, deliberate and well-informed makes him appear unrelieved, humorless, unforgiving and mean. He smiles, but rarely laughs. Legis. record substantial. He's front-runner since Senators Edward Kennedy and Hubert H. Humphrey not running. Ex-Senator, Ex-Governor and Arizona Congman. run against him. He has lack of image and limited constituency.REPORTER: Roger Mudd",1162,12946,190,45421740,45443398,45562389,international,international,national,hard,soft,hard,NA,hard,NA,international
602311,1975,"Rockefeller commission reported that CIA experimented with LSD, which rptdly. caused suicide death of scientist Frank Olson in 1953.REPORTER: Howard K. Smith(Frederick, MD) Family has lived here since 1950. [Widow Alice OLSON - says relieved to read of CIA involvement in death, but feels deep sorrow.] [Son Eric OLSON - says many things we still don't know. Would like to know there was no intent to kill father.] Family wants full disclosure.REPORTER: Charles Gibson",468,12946,130,45590294,45558473,45574470,not_clear,national,national,hard,soft,hard,NA,hard,NA,national
574446,1975,Mbrs. musicians union have been on strike for 18 days.REPORTER: Harry Reasoner(New York City) 200 musicians out on strike which put 1000 actors and stage technicians out of work. They protest. [Theater district business association Richard MILLER - describes what all is affected by strike.] [Restaurant owner Charles DOBSON - say had to lay off a lot of workers.] [Parking lot manager Benny DORFMAN - says 3 men left out of 19 men.] New York City loses revenue from city sales taxes. Mayor Abraham Beame calls for negotiations. Talks deadlocked over minimum number musicians producers must hire for each show. [Musician Abe ROSEN - explains reasons for strike.] Strike costs producers and others $2 million per day.REPORTER: Bettina Gregory,741,12946,140,45190806,45686939,45498138,local,national,national,hard,hard,soft,NA,hard,NA,national
601316,1975,Presidential commission study has been studying intelligence operations. CBS's Daniel Schorr says recommendations have been made by commission incling. reorganization of CIA; tighter control for other intelligence agencies; all foreign intelligence agencies under supervision of director with direct access to PresidentREPORTER: Walter Cronkite,344,12946,40,45710263,45599621,45491924,local,national,national,hard,hard,hard,hard,hard,NA,national
591779,1975,"Democratic Congress leaders take newly drafted economy and energy plans to White House to discuss possible basis for compromise with President Afterwards, both sides appear optimistic.REPORTER: Walter Cronkite(White House) President to consider postponing $1 per barrel tariff increase if compromise energy plan looks promising. Democrats' energy and economy plan compared with Mr. Ford's. [FORD - says administration willing to work toward compromise with Democratic Congress leaders] [Senator Mike MANSFIELD - believes compromise needed along with immediate action.] Sen John Pastore says if Congress can't come up with answer to energy problem within 60 days, President has right to raise tariffs on foreign oil higher.REPORTER: Bob Schieffer House passes tax relief bill; bill in Senate now.REPORTER: Walter Cronkite(DC) Tax rebate bill carries amendment repealing oil depletion allowance; Senator Fin. Committee to debate bill next week and sentiment strong to approve only tax rebate. [Senator Russell LONG - doesn't think public wants Senator to consider tax reform proposals now; tax cut uppermost in Americans' mind.] Talk of compromise now in air.REPORTER: Roger Mudd White House says President opposes repeal of oil depletion allowance, but stops short of threatening veto if it passes. American Petroleum Institute believes repeal of allowance to destroy incentive to dvt new domestic oil supplies. Economist Arthur Okun says economy in such bad shape, tax rebate should begin immediately with IRS (Internal Revenue Service) working round the clock to get them out. Okun believes likelihood of country heading for depression on incr.; unemployment could very well hit 9%.REPORTER: Walter Cronkite",1708,12946,300,45598929,45298997,45603971,national,national,national,hard,hard,hard,hard,hard,national,national
595378,1975,"Vice President Nelson Rockefeller testifies before commission studying New York nursing home scandals.REPORTER: Tom Brokaw(New York) [ROCKEFELLER - swears to tell truth.] Vice President acknowledges his administration might have erred in not hiring more auditors to check on what state, local and federal govts. were getting for federal aid money. Vice President rejects idea that his ex-secretary Dr. T. Norman Hurd, used political pressure to get nursing home license for Bernard Bergman. Chairperson Morris Abram asks if Hurd actions were proper. [ROCKEFELLER - says asked Hurd to look into matter, not intervene. He didn't intervene; defines """"""""intervene"""""""".] [ABRAM - questions Rockefeller.] [ROCKEFELLER - says Hurd not necessarily trying to change things in that period. Being courteous in saying """"""""friend of friend of mine"""""""".] Friend of friend was Sam. Housman who helped Rockefeller in elections and owned stock in Bergman nursing home.REPORTER: Richard Hunt",965,12946,140,45603971,45653549,45690795,local,international,national,hard,hard,hard,hard,hard,NA,NA
598619,1975,"Secretary of State Henry Kissinger says overall total of South Vietnam refugees may be near 70,000. Congress to be asked to provide additional aid funds. By end of day, 3000 refugees to be at Camp Pendleton, California; additional temporary hsing. set up in Arkansas and Florida.REPORTER: Howard K. Smith(Camp Pendleton, California) Refugee Nguyen Dieu and family profiled. [DIEU - says he was sad upon leaving homeland but knew there would be trouble if he remained.] Dieu able to evacuate several family members because his sister in Virginia is United States citizen. [DIEU - knows his wife unhappy to have left her family behind, but thinks she'll feel better soon. Thinks family to leave here in 2-3 days.]REPORTER: Stephen Geer(Eglin AFB, Florida) Refugees arriving here to be issued Social Security cards. If refugees settle in area, hostility will be found. [Randal THOMPSON, Jean STEEL - voice some hostility toward refugees.] [Fort Walton Beach, Florida, Mayor Maurice McLAUGHLIN - says community concerned about its beaches, health conditions, etc.]REPORTER: Lem Tucker(DC) State Department admits plans for handling Vietnam refugees uncertain to say least. Govt. to rely heavily on church-affiliated volunteer organizations to help find new homes, lives, jobs for those refugees without United States sponsors. Vietnam come from vastly different culture and climate; adjustment problems almost certain to occur.REPORTER: Roger Peterson President Ford says he ordered evacuation of Vietnam refugees to save them from being killed. Press Secretary Ron Nessen says President had moral authority to evacuate refugees.REPORTER: Howard K. Smith",1650,12946,330,45348963,45653549,45456590,national,national,national,hard,hard,hard,hard,hard,national,national
573613,1975,"President Ford says election results show Republican party is alive and well. Democrats hold 36 govships.; Republicans hold 13. Evelyn Gandy elected It. governor Mississippi. Thelma Stovall won Kentucky lieutenant governor post. Margaret Hance elected mayor of Phoenix, Arizona. New Jersey and New York voters reject state equal rights amendments. Mostly incumbents elected. Big bond issue in Ohio rejected. Innovation may have been rejected.REPORTER: John Chancellor(San Francisco, California) Police struck here on August 20. Firemen joined strike and group won. Voters vote yes that police and firemen can be fired for striking. Voters say wages won't be set at higher levels of other cities and firemen working hrs. to be changed. [Mayor candidate John BARBAGELATA - says citizens here reacted strongly to what police and firemen did.] [Firefighters union REP. - says voters don't understand issues; they just didn't like strike. Thinks 1/4 will leave between now and July 1.] Police officers association says new laws needed to give police right of collective bargaining.REPORTER: Rick Davis",1096,12946,190,45348963,45526191,45369365,national,national,national,hard,hard,hard,hard,hard,national,national
597473,1975,"Lightning strikes 2 huge gasoline storage tanks on outskirts of Richmond, Virginia.REPORTER: Harry Reasoner(Richmond, Virginia) Flames very intense; fire burned through night; only 1 injured by fire. Aerial views of fire shown.REPORTER: Roger Peterson",251,12946,80,45421740,45443398,45562389,local,local,local,hard,hard,hard,hard,hard,local,local
589917,1975,"Banking Committee chairperson Wright Patman ousted.REPORTER: Walter Cronkite(Capitol Hill) [PATMAN - says he's disappointed, but he'll recover.] [New chairperson Henry REUSS - says big banks not supporting him.] Chairperson House Admin. Committee Wayne Hays reinstated over Representative Frank Thompson. [THOMPSON - says several members promised incrd. allowances by Hays for their vote.] Hays denies allegations. Of 4 committee chairperson in jeopardy last week, William Poage, Wright Patman, Edward Hebert and Hays, only Hays survives. Of 5 most senior House Democrats, only Representative George Mahon still chairperson of Appropriations CommitteeREPORTER: Roger Mudd",671,12946,140,45369365,45689555,45597788,national,national,local,hard,hard,hard,hard,hard,NA,national
603433,1975,"Agriculture Department says 1975 corn crop to be record; up 22% from 1974. Wheat production up 19%. Soybeans and others up, too. Grain sales to USSR probably to be resumed. Agriculture Department keeps reports secret until futures market closes.REPORTER: Harry Reasoner(DC) At 3:30 a.m., Agriculture Department member and post office official take out crop reports Envelopes taken under guard to Agriculture Department's corridor II. Ones inside cannot come out until report released. Security due to mishap 70 years ago. [Econ. Agriculture Department Dawson AHALT - says crop output at record level.] No leak from crop rpting. board in 70 yearsREPORTER: Bill Downs West agriculture experts believe Soviet grain 8% lower than last year's harvest. """"""""Pravda"""""""" says harvest thin due to lack of rain.REPORTER: Harry Reasoner",820,12946,160,45566891,45464287,45654496,international,international,local,hard,hard,soft,NA,hard,NA,international
601928,1975,"President Ford travels to Michigan and Illinois.REPORTER: Harry Reasoner(Traverse City, Michigan) Ford rides in national cherry festival parade. Crowds huge. Governor William Milliken and Senator Robert Griffin ride with him. Gives speech with regard to economy in Chicago.REPORTER: Ann Compton",294,12946,90,45689555,45557611,45353426,national,national,national,hard,hard,hard,hard,hard,national,national
600022,1975,"In Boston, Massachusetts, school committee 's volunteer desegregation plan examined by panel apptd. by Judge Arthur Garrity. Committee plan doesn't include forced busing. As reaction to last year's forced busing, many parents turned to private schools for their children's education.REPORTER: John Chancellor(Boston, Massachusetts) Private school, Hyde Park Academy, to be formed by concerned parents in Hyde Park. [PARENTS - react to busing situation.] Most children of these people scheduled to be bused to black section of town; while waiting for Hyde Park Academy to open, many parents keep children out of public school and have them privately tutored. Such action is illegal; NBC allowed to film 1 such class. Although truant officers were supposed to investigate private classes, they just looked other way. [STUDENTS - react to private classes.] Their teacher says she tried to get teaching job in Boston public schools last October, but because more minority teachers had to be hired in Boston public system, now white teachers had almost no chance of being hired. [Private school sponsor Henry LODGE - doesn't think public school system able to provide good ed. for children; independent school system is answer.] Lodge trying to raise enough money to buy building for Hyde Park Academy. 4 other communities in Boston plan to open alternative schools by next SeptemberREPORTER: Phil Brady",1398,12946,250,45653549,45599121,45362379,national,local,local,hard,hard,hard,hard,hard,NA,local
602915,1975,"Agriculture Department says grain won't be as big as predicted but will still make record. Corn up 26%; wheat up 19%, and soybeans up 18%. Agriculture Secretary Earl Butz asks grain dealers to hold back on more sales to USSR until crops estimated.REPORTER: John Hart(DC) Crop production report withheld from market speculators so they won't make profit. Report released when commodity market closed. [BUTZ - says not to sell USSR more grain right now. Want even, steady impact on market] Butz says other factors could change forecast.REPORTER: Carole Simpson(Midwest) Major reason for delaying more sales is drought.REPORTER: Rebecca Bell(Houston, Texas) Govt. asks for delay in new sales to USSR .REPORTER: Rebecca Bell(NYC) Continental Grain Company sold 6 million tons grain this year [Vice President Continental Clarence PALMBY - says won't negotiate future sales without conferring with Agriculture Department]REPORTER: Rebecca Bell(Midwest) Grain harvesting begins in OctoberREPORTER: Rebecca Bell",1003,12946,230,45598929,45526263,45645048,national,national,national,hard,hard,hard,hard,hard,national,national
601222,1975,"5 days after Mayaguez incident, United States still doesn't know how many men lost during rescue mission.REPORTER: Roger Mudd(DC) Pentagon's latest casualty figures include 49 wounded, 16 missing, 5 dead. 3 confirmed dead identified as 2nd Lieutenant Richard Vandegeer; S/sergeant Elwood Rumbaugh, Lance Corporal Ashton Loney. President Ford and others concerned about Pentagon's slowness in releasing figures. [Pentagon spokesperson Joseph LAITIN says Pentagon trying to get casualty figures as fast as humanly possible.] Body of least 1 Marine killed in action left behind on Tang Island because of heavy gunfire. 2 Marines killed in attack on Saigon's Ton Son Nhut airport during its final days also left behind. US negotiating return of bodies from South Vietnam and from Koh Tang IslandREPORTER: Ike Pappas Commander of Marine assault force on Tang Island recounts what happened.REPORTER: Roger Mudd(Philippines) [Lieutenant Colonel Randall West AUSTIN - describes battle on Tang Island] About 210 Marines involved in Tang Island battle; 2 wounded Marines at press conference [sergeant Victor G. SALINAS - describes helicopter crash just before landing on Tang Island] [Major General Kenneth HOUGHTON - thinks Marines efforts in Mayaguez rescue positively affected morale.] After news conf. Major General Houghton presents Purple Hearts to 2 wounded enlisted men.REPORTER: Keith Kay",1387,12946,260,45421740,45541643,45444223,international,international,international,hard,hard,soft,NA,hard,international,international
572404,1975,"Comment on Schlesinger's firing.REPORTER: Harry Reasoner Schlesinger's defense budget low when viewed as constant money. Graft shown. He's not bar hawk but notes that USSR has grown stronger since detente began and United States weaker. Liberals run risk of our allies seeking new strength after United States backs down from USSR , by being hostile to Schlesinger and defenseREPORTER: Howard K. Smith",401,12946,120,45598929,45557611,45184003,national,national,international,hard,hard,hard,hard,hard,NA,national
592719,1975,"Report of man who has decided to stop living.REPORTER: Roger Mudd(San Bernardino, California) Chuck McCracken has gone blind in past; suffered from diabetes, thyroid trouble and leg paralysis. Now suffers from kidney failure. He made decision to go off of kidney dialysis machine. [McCRACKEN - says had only 30% chance to live even with machine. Decision was right 1 to make.] [Barbara McCRACKEN - says children understand what's happening.]REPORTER: Harold Dow",461,12946,110,45654496,45598321,45464287,local,national,local,hard,hard,hard,hard,hard,NA,local
597751,1975,"Rptd. President Isabel Peron may take 2 month leave of absence. Govt. minister offers resignation. 100% annual inflation there.REPORTER: John Chancellor(Buenos Aires, Argentina) Argentine man interviewed works at gas station 6-days/wk. To make $60 week with pay raise. Has part-time job too; will look for another full-time job. Lives in residential hotel in 1 room with wife and 3 children. Food and clothing prices high. Worker has borrowed TV but no car, stove, or refrigerator. Big pay raises not enough.REPORTER: Charles Quinn",531,12946,160,45598929,45298997,45603971,national,international,international,hard,hard,hard,hard,hard,NA,international
597026,1975,"""""""""Rolling Stone"""""""" publishes article rpting. Patricia Hearst as enthusiastic convert. Her attys. say Hearst near to breaking down and should be removed from jail to hospital. William and Emily Harris say her family and attys. are brainwashing her. FBI releases list of items found in Hearst hideout.REPORTER: Harry Reasoner(San Francisco, California) Hearst and others seemed to live like other youths except for guns, ammunition and radical literature. Weapons to be test fired by FBI. [Defense attorney Terence HALLINAN - says Hearst's condition deteriorating. She's spaced out. It's harder to get her to talk and comes to tears faster.] Hallinan says he and psychiatrist fear she'll try to take her own life.REPORTER: Ron Miller(Los Angeles, California) Security tight at Cnty. Criminal Court Building Emily Harris' temporary attorney, Leonard Weinglass, tries to convince judge that he and Bill Harris' attorney, Ed Rucker, should attend grand jury proceedings and cross-exam. Judge William Ritzee denies all defense motions. After court Weinglass attacks secret jury hearing. He releases tape by Emily Harris. [Emily HARRIS'S VOICE - speaks of oppression by rich and ruling classes and falsity of Patricia Hearst's affidavit.] Grand jury considers charges against Hearst and Harrises.REPORTER: Stephen Geer; ARTIST: Bill Lignante """"""""Rolling Stone"""""""" publishes 1/2 article about Hearst inside story. Other 1/2 to be published in next issue. Much of new information comes from times when Hearst and freelance athletic philosopher, Jack Scott, were present. Story says Hearst willingly became Symbionese Liberation Army (SLA) member and refused Scott's offer to help her leave SLA. She and Harrises lived in Pennsylvania farmhse. provided by Scotts in `74 summer; given $20,000 by Scotts. Other supporters helped after Scotts disillusioned. Scotts then took up with basketball player, Bill Walton. Story written by Howard Kohn and David Weir. 2 years ago, Kohn fired from """"""""Detroit Free Press"""""""" for untrue story.REPORTER: Harry Reasoner",2035,12946,340,45190806,45686939,45498138,national,national,local,hard,hard,soft,NA,hard,NA,national
600575,1975,"Canada closes embassy in Saigon, leaving Vietnam employees behind. Later, large crowds of South Vietnam fill streets in front of United States embassy, desperately trying to get exit documents.REPORTER: John Chancellor(Saigon, South Vietnam) South Vietnam realize their only real hope for evacuation lies with Americans; United States now ignoring visa requirements in effort to evacuate South Vietnam.REPORTER: Peter Kent (Canadian Broadcasting Corp.)",452,12946,80,45348963,45653549,45456590,national,international,international,hard,hard,hard,hard,hard,NA,international
590126,1975,Democrats make decisions on committee chairwomanREPORTER: Howard K. Smith(Capitol Hill) Banking Committee chr. Wright Patman ousted. [PATMAN - says he's not upset over decision.] Representative Henry Reuss to be next Banking chairperson [REUSS - hopes to lower high interest rates to stimulate hsing.] Representative Wayne Hays to continue as chairperson of House Admin. Committee although chrmship. at stake last week [HAYS - says he's not disturbed to know he's not best-liked member in Congress] Organization of 94th Congress now complete.REPORTER: Frank Reynolds,566,12946,140,45598929,45541643,45421740,national,national,national,hard,hard,hard,hard,hard,national,national
593559,1975,"South Vietnam's continued resistance rests on new draftees, strong signs of resistance to draft showing up.REPORTER: Howard K. Smith(Saigon, South Vietnam) Student protest brewing since government changed draft limitations to 17 to 39. Student protest finally erupts. [STUDENT - voices objections to army and war.] Police make no attempt to stop demonstration.REPORTER: Jim Bennett",381,12946,90,45590294,45452839,45491924,international,international,national,hard,hard,hard,hard,hard,NA,international
595348,1975,Secretary of State Henry Kissinger flies from Israel to Egypt with some new ideas for 2nd stage of troop withdrawal in Sinai. ABC's Ted Koppel says Kissinger sees agreement based on following lines; details given.REPORTER: Harry Reasoner,237,12946,40,45440113,45689555,45536340,international,international,international,hard,hard,hard,hard,hard,international,international
598870,1975,"In hockey, Philadelphia Flyers beat Buffalo Sabres.REPORTER: Tom Snyder",71,12946,10,45190806,45686939,45498138,local,national,national,soft,hard,soft,NA,soft,NA,national
602718,1975,Topics of upcoming stories outlined.REPORTER: John Chancellor,61,12946,20,45710263,45353426,45501284,national,national,local,hard,hard,soft,NA,hard,NA,national
604520,1975,"Ecols. rout USSR whaling fleet in Pacific.REPORTER: John Chancellor(San Francisco, California) Ship Phyllis Cormack refuels at San Francisco; operated by Greenpeace Fndn. of Toronto, Canada. Ship trailed Russian fleet; thwarted whale hunt. Cormack crew risked lives as USSR vessels shot harpoons. [Cormack CREWMAN - describes experience.] Cormack to resume chase.REPORTER: Ray Cullen",383,12946,130,45598929,45526263,45636004,international,international,international,hard,hard,soft,NA,hard,international,international
573260,1975,"Environmental Protection Agency says flying supersonic transport Concorde to New York City is undesirable and flying to Washington, DC is questionable.REPORTER: John Chancellor(DC) Environmental Protection Agency administration, Russell Train, testifies before House subcommittee [TRAIN - says supersonic transport landings at JFK Airport undesirable and landings at Dulles questionable.] Representative Bella Abzug produces letter from White House that shows Nixon administration made secret deal with regard to supersonic transport with French and English mfrs. Deal said supersonic transport could land in United States despite noise levels. [Representative William RANDALL - speaks about letter and its implications.] Transportation Secretary William Coleman to make final decision.REPORTER: Carole Simpson",810,12946,110,45590294,45671455,45562389,national,national,local,hard,hard,hard,hard,hard,NA,national
587262,1975,"In California, stkholders. of 1st National Bank of San Jose force 1 of Arab world's leading businessmen to withdraw bid to buy 1/3 interest in bank.REPORTER: Howard K. Smith(San Jose, California) [Bank director Grant EARLY - explains why he wants to keep businessman from investing in bank.] Arab businessman Adnan Khashoggi representatives multintl. conglomerate called Triad Holding Corporation [Bank president McKenzie MOSS - believes Americans very upset about present oil situation with Arab cntrys. and it's reflected in decision to keep Khashoggi out.] Security National Bank in nearby Walnut Creek has been Khashoggi-controlled for 2 years Bank's former major stkholder. Representative Fortney Stark regrets deal.REPORTER: Stephen Geer(DC) [STARK - says Khashoggi offered bank ridiculous amount of money.]REPORTER: Bill Gill(San Jose, California) 1st National Bank stkholders. don't intend to allow Khashoggi into their bank.REPORTER: Stephen Geer",955,12946,160,45574470,45651313,45637649,international,international,international,hard,hard,soft,NA,hard,international,international
574176,1975,"Lynette Fromme changes plea to no contest. Court changed plea to not guilty.REPORTER: Walter Cronkite(Sacramento, California) All entering ctroom. searched for weapons. Judge Thomas MacBride tells jurors he hopes there is never another case like this 1. Fromme says jurors can't judge her; only her """"""""family"""""""" can (Charles Manson family). She changes her plea which would result in guilty verdict. Judge turns down plea. [US attorney Dwayne KEYES - says there has to be more commitment on defendant's part to enter such plea.] [Defense attorney John VIRGA - says doesn't know if Fromme's actions helped her chance of winning. More detriment than benefit.] Judge says he may have to remove Fromme from ctroom. if she interrupts again. Fromme wants Manson as attorneyREPORTER: Fred Graham Fromme fires Virga as co-cnsl.REPORTER: Walter Cronkite",842,12946,120,45541643,45602176,45543632,national,international,local,hard,hard,hard,hard,hard,NA,NA
571393,1975,"Profile report on coach of number 1 college football team, coach Woody Hayes of Ohio State University.REPORTER: Edwin Newman(Columbus, Ohio) Wayne Woodrow Hayes is a winner. [HAYES - says non-winners try to make fun of winners. Would still be in jungle without winners.] His education and life described. Served in Navy in World War II. Football coaching career noted. Began coaching at OSU in 1951. Won 75% of games; only 4 coaches have won more games. His teams have won 3 national championships; 10 Big 10 championships and played in 7 Rose Bowl games. Critics suggest winning may mean too much to Hayes. WLWC film shown of 1971 game with Michigan State University in which Hayes chased referee around field. Penalized for it and tore apart sideline marker. Known for temper. [WLWC sportscaster Jimmy CRUM - describes Hayes as both mean and sweet at times.] [HAYES - says disagrees with a lot of people who don't utilize what they have.] [Heisman Trophy winner Archie GRIFFIN - says Hayes is greatest coach; will miss him.] 1 ex-player, formerly with Cincinnati Bengals,refused to talk about Hayes because he hates aim so much. Criticisms cited. [HAYES - says play enemy tomorrow.] Hayes says American needs more hard work and winning. His heroes: General George Patton and Abraham Lincoln. Hayes takes players to movie every night before game. [HAYES - says would quit football if found something better. Says he's old, but not too bad a coach.] Hayes doesn't care what anyone thinks of him.REPORTER: Bob Jamieson",1517,12946,400,45566891,45574470,45603481,international,national,national,hard,hard,soft,NA,hard,NA,national
586791,1975,"Mayors' proposals would include creation of 500,000 more public service jobs.REPORTER: Walter Cronkite(Los Angeles, California) Nationally 300,000 public service jobs already formed. Public service workers generally think work constructive. [WORKERS react.] [Employment official Sandy COMRIE - says 1st objective is to create projects with lasting benefits for city.]REPORTER: Terry Drinkwater",393,12946,160,45599121,45350753,45599621,national,local,local,hard,hard,hard,hard,hard,NA,local
604337,1975,"Whsle. prices increase .4% in May; rate slower than for month before. 2/3 of May increase comes from farm prices.REPORTER: John Chancellor(Chicago, Illinois) Livestk. producers being paid more for cattle, [Livestk. broker Chip BOLGER - says there's 31% less cattle on feed now than year ago.] By fall, cattle prices may fall again. Grain crops progressing well; could lead to lower prices for feed grain needed for feeding livestk. Meat prices may fall in supermarket this fall.REPORTER: Mike Jackson",500,12946,130,45421740,45443398,45562389,local,local,local,hard,hard,hard,hard,hard,local,local
