broadcast_abstract,year,id,time,length,n
"Report on new pyramid being built in Egypt.REPORTER: Barbara Walters(Cairo, Egypt) Report on efforts of Japanese to build miniature pyramid as Egyptians did 4000 years ago. Details of project in Giza Desert, and its problems, given.REPORTER: Doreen Kays",1978,565771,80,253,10537
"Details given of recent spring floods along Red River on border of Minnesota and North Dakota. National Guard and Coast Guard evacuation of people near Manville, North Dakota, reported.REPORTER: Harry Reasoner(E. Grand Forks, Minnesota) Area residents' surveillance of dikes built to protect them from Red River described. Is noted that river has stabilized, but that winds and freezing weather create new problems; these outlined, along with efforts of residents to combat them. [Radio ANNOUNCER - gives flood info.] [MAN - has never seen anything like this.] Predicted end to flood threat to community cited.REPORTER: Ron Miller",1978,565392,140,630,10537
"Arrival of Romania's President Nicolae Ceausescu in Washington, DC and 1st meeting with President Carter reported Romania's domestic policies along USSR lines, but for. policy difference noted. Ceausescu's role in making possible Henry Kissinger's 1st trip to China (PR), which led to Richard Nixon's visit there, and also his present role as intermediary in Mideast peace talks between Egypt and Israel, beginning with President Sadat's visit to Israel, detailed. Ceausescu's mtgs. with Prime Min. Began, Sadat and Israeli foreign min. Dayan noted. Films shown. President Carter's welcome of Ceausescu to DC described. Rumanian President's 1st United States television interview shown. Anchor asks about apparent Mideast impasse. [CEAUSESCU - (thru translator) thinks impasse is due to Israel's delay in giving adequate answer to peace initiative.] Ceausescu's call for declaration of principles in peace talks and work toward international conf., include representatives of US, USSR and PLO (Palestine Liberation Organization) in ranks, cited. [CEAUSESCU - says both Sadat and Dayan have said international meeting must be considered as way to bring comprehensive settlement.] Other statements by Rumanian president reported, on subjects of United States withdrawal from South Korea and reunification of North and South Korea, Romania's record of human rights, plans for 1980 European security conference and failure of recent Belgrade Conf. and Romania's degree of independence from USSR . [CEAUSESCU - discusses Romania's relations with Sovs. and cntry.'s independence from USSR . Says Romania's problems are handled by her people.]REPORTER: Barbara Walters",1978,565387,270,1661,10537
"Supreme Court ruling on sex discrimination in pension plans due to usual greater longevity of women than men reported.REPORTER: John Hart(DC) Case involving women on pension plan at Los Angeles Water and Power Department detailed. [Effie McADAMS - says women should pay same pension amount as men.] Details given of Court decision, read by Justice Stevens, include congress intention with Civil Rights Act of 1964. Other details of ruling given; NYC's statement with regard to cost of reimbursing women noted.REPORTER: Carl Stern Artist: Betty Wells",1978,561329,100,549,10537
"Testimony of Lee Harvey Oswald's widow, Marina Oswald Porter, to House Assassinations Committee in hearings on John F. Kennedy murder reported.REPORTER: Frank Reynolds(DC) [Mrs. PORTER - describes feelings on hearing of Kennedy assassination. Recalls hoping it wasn't husband.] Her testimony about Oswald's actions prior to assassination outlined. Photos shown. [Mrs. PORTER - describes Oswald's attire when leaving apt. with rifle. Recalls conversation after Oswald claimed he shot at Major General Edwin Walker. Mentions Hitler.] Other testimony about Oswald's actions during visit to Dallas by Richard Nixon, his comments about Kennedy and about Fidel Castro noted. [Mrs. PORTER - says Oswald was admirer of Castro.] [Representative Richardson PREYER - asks for her opinion on whether or not Oswald killed Kennedy.] [Mrs. PORTER - isn't qualified to make judgment about husband's whole character.] Further testimony by Mrs. Porter reported scheduled.REPORTER: Brit Hume",1978,539298,150,972,10537
"Admin. reaction to steel price hike noted. United States Steel's announcement on Wednesday and National Steel's today reported Statements by both President Carter and Vice President Walter Mondale cited; Carter's was made during press conference in Brazil. Film shown. [CARTER - calls United States Steel hike excessive and unwarranted by recent coal settlement. Will receive report from Wage and Price Council today.]REPORTER: John Chancellor United States Steel's reply to Carter's comments reported.REPORTER: David Brinkley(Chicago, Illinois) United States Steel's reasons for price hike listed. [US Steel president David RODERICK - calls coal settlement inflationary and says any price incr. will be so. Company didn't make price increase for it to be rolled back.] Effects of steel rate hike noted.REPORTER: Al Johnson Harris poll results with regard to Carter's handling of economy reported.REPORTER: John Chancellor(DC) Admin. options for dealing with steel rate hike listed. Vice President Mondale's discussion of wage and price controls noted. [MONDALE - states admin. opposition to wage and price controls.] Problems involved in easing restrictions on imports of steel from Japan and elsewhere examined. President Kennedy's jawboning with industry after 1962 Price increase noted; film shown. [KENNEDY - comments on industry rate hike.] Kennedy's order to FBI agents to go to reporters' homes to get any information they might have mentioned. Film shown. [CARTER - cites views of Present increase] [KENNEDY - cites views of 1962 increase] Steel industry reverse in hike in 1962 noted.REPORTER: Tom Pettit Unchanged nature of February economy indicators from those of January reported Effects of winter weather and coal strike noted.REPORTER: David Brinkley",1978,558073,370,1766,10537
"Carter administration reported opening direct negotiations with Nicaragua junta in anticipation of President Anastasio Somoza's resignation; junta noted backed by Sandinist guerrillas. Proximity to Managua of Sandinist offensive noted.REPORTER: Roger Mudd(Managua, Nicaragua) [SOMOZA - discusses resignation; Communist threat to W. hemisphere; possible retirement in US; employment possibilities.]REPORTER: Charles Gomez",1979,548019,120,420,12190
"Ship fire on Lake Superior reported.REPORTER: John Chancellor(Copper Harbor, Michigan) Ship said carrying corn. Action of Canadian coast guard reported Details of fire given; scenes shown. 6 crewmen said missing. [Survivor Jim HANCOCK - tells of experience.] Trapped men feared dead.REPORTER: Fred Briggs",1979,550332,86380,304,12190
"Patriotic Front guerrilla alliance reported accepting Britain's Proposal for draft-constitution with regard to Zimbabwe Rhodesia; London peace talks said resuming.REPORTER: Walter Cronkite(London, England) Breakthru reported coming at meeting of guerrilla leaders Joshua Nkomo and Robt Mugabe with British foreign secretary Lord Carrington; films shown. Demands stated by each outlined. [NKOMO - comments.] Apparent cause of guerrilla's agreement considered.REPORTER: Mike Lee",1979,540280,90,476,12190
"Report from Energy Secretary James Schlesinger that adequate gas supplies will be available for rest of vacation season quotedREPORTER: Morton Dean(DC) [Energy Secretary James SCHLESINGER - says crude oil reserves have been built up and should alleviate gas and heating oil supply problems; calls future grim with 1980 fuel shortages having a repressive effect on economy.] Massive synthetic fuel program termed indispensable. Tape shown courtesy CBS """"Face the Nation.""""REPORTER: Jim McManus Energy Department report exonerating oil companies from charges of hoarding gasoline to drive up prices announced.REPORTER: Morton Dean",1979,549275,83280,628,12190
"Today noted as last day for 1/2 fare coupons given out by United and American Airlines.REPORTER: Jessica Savitch(Los Angeles, California) Response to United and American's flights from Los Angeles International Airport noted. [MAN - says he's purchased 1000 coupons.] United's response to promotion scheme statedREPORTER: Felicia Jeter",1979,547990,70,335,12190
"Report on propaganda war by radio between United States and USSR . Fresh attention to this matter as result of Soviet broadcast into Iran noted.REPORTER: Tom Brokaw(London, England) Films shown of Voice of American, BBC (British Broadcasting Corporation) World Service and Radio Moscow broadcasts. Moscow's recent expansion of broadcasts into English reported to be latest move in war for listeners around world. Details given of how broadcasts can be beamed around world. West broadcasts noted aimed at E. Europe and USSR in past. Growing important of broadcasts to 3rd world ntns. examined. Iranian situation, both pre& post-revolution, given as ex. of subject of propaganda broadcasts from both West and E. [Radio Moscow ANNOUNCER - speaks to Iranians.] Film shown. Listening to others' broadcasts reported to be part of propaganda business Worldwide monitoring service said run at English country manor by BBC (British Broadcasting Corporation) and For. Broadcast Info. Service, which is part of CIA. Probability that Radio Moscow is most-heard service stated. [BBC (British Broadcasting Corporation) monitoring service spokesperson Richard MEASHAM - discusses reasons for Radio Moscow's ability to transmit to so many places.] Shortwave broadcasting cited as one way that values and ideals of different societies can compete on open marketREPORTER: Garrick Utley",1979,541450,270,1367,12190
"Iranian government's promise to Kurds with regard to self-government and lull in Sanandaj conflict reported.REPORTER: Walter Cronkite(Sanandaj, Iran) Control of Sanandaj by Kurds detailed; films shown. Influx of Kurd supporters from surrounding towns noted; criticism of Ayatollah Khomeini noted. [MAN - comments.] Kurdish ayatollah cited, shown Sanandaj demonstration detailed; Ayatollah Taleghani's appearance noted; Teleghani quoted, shown. Khomeini fears with regard to further factional conflict throughout Iran cited.REPORTER: Jerry Bowen",1979,537249,130,544,12190
"Latest information learned about March conversation between President Carter and Joseph Califano with regard to Califano being political liability outlined; Eileen Shanahan reported told by Califano to accept job offer by """"Washington Star."""" Republicans David Rockefeller, chairperson of Chase Manhattan Bank and Reginald Jones, chairperson General Elec., said declining appointed as Treasury Secretary by Carter; details given. Richard Nixon and Nelson Rockefeller mentioned. Senator George McGovern reported about to issue public declaration of support for Senator Ed Kennedy's president cand.; McGovern quoted. Kennedy's exclusion from Camp David domestic summit recalled; Carter aide quoted with regard to Senator Robert Byrd's alleged exclusion of Kennedy from list of Senators designated for attendance. Byrd's response to allegation quotedREPORTER: Barbara Walters",1979,543300,120,872,12190
"NAACP (National Association for the Advancement of Colored People) convention in Louisville and role of black votes in electing Carter in 1976 noted.REPORTER: Max Robinson(Louisville, Kentucky) NAACP (National Association for the Advancement of Colored People) leader Ben Hooks quoted with regard to Carter, Edward Kennedy. [Senator Julian BOND - discusses black voting pattern, Carter.] Vice President Walter Mondale quoted with regard to Carter administration efforts for minorities; Lyndon Johnson mentioned. Supreme Court decision in Weber case recalled. [Benjamin HOOKS - praises Carter.]REPORTER: Matt Quinn",1979,544764,140,613,12190
"Attack on United States embassy in Iran and murder of United States ambassador in Afghanistan noted. President Carter's trip to Mexico for visit with Mexican President Jose Lopez Portillo reported almost postponed due to these events. Details given about leftist attack on United States embassy in Tehran; supporters of Ayatollah Khomeini stated to have freed United States ambassador and other Americans held by leftists. Concerns about possible 2nd attack cited.REPORTER: Tom Brokaw(Tehran, Iran) Details about embassy attack given. [US ambassador William SULLIVAN - describes attack. Discusses security of American secrets at embassy.] [Embassy security ofr. Colonel Leland HOLLAND - comments.] Statements on leftist involved in attack reported [MAN - says they don't oppose ordinary Americans, just American government] Attack said to demonstrate how little control Khomeini has over situation in Iran.REPORTER: Jim Bittermann 2 United States cabinet-level depts. noted concerning selves with Iran situation at present.REPORTER: David Brinkley(DC) Report on State Department information with regard to Iran and department concerns about control of Khomeini-Bazargan government there. United States contact with USSR to inform them of possible military activity dealing with evacuation of Americans and nothing more stated.REPORTER: Richard Valeriani(DC) Report from Defense Department with regard to preparations for evacuation of Americans as soon as possible; reasons given for delay in doing so.REPORTER: Ford Rowan Attack on television station in Tehran and Iranian reports, not verified, of fighting in Tabriz detailed. Efforts of Khomeini and followers to restore order reported.REPORTER: Tom Brokaw(Tehran, Iran) Khomeini's declaration that Tehran bazaar should reopen, now that Shah has fallen, and that all strikes should end on Saturday noted. Gathering at mosque of Khomeini followers mentioned.REPORTER: Rick Davis Informal statement from Khomeini government to United States with regard to resumption of oil sales before end of year given.REPORTER: Tom Brokaw",1979,542404,550,2076,12190
"REPORTER: Jessica Savitch Pittsburgh Steelers versus Dallas Cowboys game detailed; films shown, courtesy CBS Sports. Individual players named. Baltimore-New England game mentioned. German-American football league, featuring Frankfurt team, featured. [Players Rick GREGORY, Wolfgang LEHNEIS - comment.]REPORTER: Dick Schaap",1979,536008,230,322,12190
"Carter's status with regard to 1980 president elections questioned.REPORTER: Charles Osgood(DC) [Senator Henry JACKSON - calls opposition to Carter pervasive and says 1st primaries will be very important to Carter campaign] Tape shown courtesy CBS """"Face the Nation.""""REPORTER: Jim McManus United Nations ambassador Andrew Young termed staunch defender of President Carter.REPORTER: Charles Osgood(Atlanta, Georgia) [YOUNG - speaks about Carter.] Young statement with regard to Carter admin. and black appointees given political offices. Ted Kennedy supporter, John Conyers, mentioned.REPORTER: Sam Ford Statement by Republican Senator John Warner's wife Elizabeth Taylor that President Carter is to wishy-washy quoted.REPORTER: Charles Osgood",1979,541591,83380,743,12190
"Senator's warning to President Carter of possible conflicts over foreign policy, both from floor and from For. Relations Committee, reported.REPORTER: Walter Cronkite(DC) Naming of 5 new For. Relations Committee mbrs., 4 of whom are known for for. policy conservatism, noted; new members listed. Photos shown. Votes against Panama Canal treaty by Senators Jesse Helms, Edward Zorinsky and Richard Lugar mentioned. Issues to come before Senator this session reported to include SALT II and entire China matter. Senator Barry Goldwater's comments on floor about Carter's decision with regard to Taiwan outlined. [GOLDWATER - thinks this adds to suspicion that President Carter has no foreign policy.]REPORTER: Phil Jones President Carter's statements, in interview with NBC News, that recognition of China (PR) may have snagged completion of Strategic Arms Limitation Talks (SALT) II and summit with Soviet leader Leonid Brezhnev reported.REPORTER: Walter Cronkite",1979,537307,120,962,12190
Rudolf Nureyev reported breaking toe during West Berlin performance; details given.REPORTER: Peter Jennings,1979,549395,86370,107,12190
"Secretary of State Cyrus Vance noted pleading for end to Lebanon-Israeli conflict before United Nations General Assembly.REPORTER: Frank Reynolds(NYC) Vance quoted with regard to United States desire to end suffering of Lebanon. [VANCE - speaks to General Assembly.] Vance said hoping Jordan and Syria will join in ultimate settlement as well as Palestinians [VANCE - comments.] Egypt-Israel peace treaty mentioned.REPORTER: Lou Cioffi Details given of Israeli-Syrian air battle over Lebanon today; films shown. Conflicting versions of dogfight outlined; assumed Syrian support for Palestinians in Lebanon cited.REPORTER: Peter Jennings(Jerusalem, Israel) Account of battle according to Israeli air force commander David Ivry outlined. [IVRY - says US-made F-15s took part.] Reverend Jesse Jackson's visit with victims of Palestinian terrorist bombing of Jerusalem last week in Jerusalem hospital noted coming after his affirmation of support for PLO; films shown. [JACKSON - comments on Prime Min. Menahem Begin's refusal to see him.] Jackson quoted with regard to PLO during meeting with Jerusalem Mayor Teddy Kollek; criticism of Begin's decision not to see Jackson noted coming from his political opponents; details given.REPORTER: Bill Seamans Jackson reported continuing on to Lebanon, Syria and other Arab countries after Israel.REPORTER: Peter Jennings Upcoming items announced.REPORTER: Max Robinson",1979,545452,260,1408,12190
"REPORTER: Walter Cronkite(Dallas, Texas) Demand for United States horse meat in West Europe, especially France, Belgium and The Netherlands noted in relationship to incrd. horse stealing in US; details given. [Bill INGRAM - comments on money gotten by rustlers.] Incr. in Texas livestk. theft in past year cited; lack of law requiring horses to pass identification test prior to slaughtering reported [Slaughterhse. spokesperson Gene ALEXANDER - says they require driver's license from person selling horses to them.] Various type brands used, as well as method of """"fingerprinting"""" horses, outlined.REPORTER: David Dick",1979,534927,210,621,12190
"Japan's ruling party reported losing general elecs.; details given.REPORTER: Peter Jennings(Tokyo, Japan) Prime Min. Masayoshi Ohira's pre-elec. confidence noted; films shown. Results of vote and implications for US-Japan trade examined.REPORTER: Mark Lupica",1979,545232,90,258,12190
"Statement by acting Iranian foreign minister Bani-Sadr, during French interview, that United States recognition of Shah's crimes could lead to release of hostages noted. Announcement that Bani-Sadr would fly to United States for UN Security Council meeting said made and then retracted. Now expected he will come to United States late next weekREPORTER: Sam Donaldson(Tehran, Iran) Econ. warfare between United States and Iran said part of subject Bani-Sadr wants to discuss. Some of hostages said seen by Republican cong. George Hansen.REPORTER: Peter Jennings(Tehran, Iran) Iranian television film shown. [HANSEN - describes hostages that he saw.]REPORTER: Richard Anderson(Tehran, Iran) Fedayeen shown demonstrating. Noted that they oppose Khomeini. Ayatollah Khomeini's personal guard from city of Qum shown marching before embassy. Bani-Sadr said one of few Iranian leaders expressing desire to see crisis resolved in a non-catastrophic manner.REPORTER: Peter Jennings Reporter and anchor discuss possible effects of United Nations Security Council meeting and of Shah's departure to Mexico on current crisis.REPORTER: Sam Donaldson and Peter Jennings",1979,545691,320,1156,12190
"Iranian foreign minister quoted with regard to consequences in Iran from United States pressure elsewhere.REPORTER: Frank Reynolds(Tehran, Iran) International grand jury reported being established here within 10 days to try United States hostages; details given. Possibility of international tribunal leading to hostage's release considered; Sadegh Ghotbzadeh said opposed to show trials or public humiliation of hostages.REPORTER: Peter Jennings(Tehran, Iran) Iranian TV's interview with hostage Marine corporal William Gallegos shown. [GALLEGOS - discusses situation.] Controlled aspect of interview outlined.REPORTER: Richard Anderson ABC and CBS noted rejecting proposal of interview due to preconditions set down by terrorists; NBC mentioned as showing interview last night; details given.REPORTER: Frank Reynolds(DC) Admin. reaction to NBC's showing of Gallegos interview examined; Press Secretary Jody Powell quoted on screen.REPORTER: Sam Donaldson(DC) Reaction to showing of interview by congress leaders after meeting with President Carter featured. [Representative John BRADEMAS - criticizes NBC.] House speaker Tip O'Neill quoted. [Representatives Robert BAUMAN - says NBC should be nominated for Benedict Arnold award for broadcast journalism.] Representative Jim Wright mentioned.REPORTER: Brit Hume Statement issued by NBC News president Bill Small quoted; administration's criticism of ABC News report with regard to United States moving towards deadline for release of hostages noted. State Department and White House said both denying it. Speaker Tip O'Neill reported quoting national security adviser Zbigniew Brzezinski as saying report was result of some reporter's imagination. Reporter Ted Koppel's admin. source said reconfirming item today.REPORTER: Frank Reynolds Federal court judge reported ruling that ntnwide. check of Iranian student visas, ordered by President Carter, is unconstitutional; Justice Department said appealing. Upcoming items announced.REPORTER: Tom Jarriel",1979,550229,440,2003,12190
"Ayatollah Khomeini reported firing foreign minister; uncertainty as to who will represent Iran at this wkend.'s emergency session of United Nations Security Council noted. Abolhassan Bani-Sadr said replaced by Sadegh Ghotbzadeh; details given.REPORTER: John Chancellor(Tehran, Iran) Ghotbzadeh's background given; films shown. Moderate stand of Bani-Sadr considered reason for his removal by Khomeini; continued demonstrations outside embassy reported Pres Carter's chgs. of mistreatment of hostages outlined; denial of chgs. by terrorists holding them mentioned. [MAN - denies mistreatment of prisoners.] Terrorists inside embassy said refusing to send representative to United Nations and restating disregard for any decision by Security CouncilREPORTER: Jim Cummins Uncertainty at United Nations with regard to continued chaos within Iranian government and State Department reaction cited.REPORTER: John Chancellor(New York City) [Ambassador Don. McHENRY - comments on Iranian changes, council debate.] [Secretary General Kurt WALDHEIM - comments.] McHenry recalled agreeing not to speak at yesterday's council session on condition that Iran agree in writing to participate in Saturday's debate; that promise noted given by Bani-Sadr.REPORTER: Dianne Wildman(DC) State Department reaction to Bani-Sadr's removal examined.REPORTER: Richard Valeriani White House communique to news orgs. in effort to gain support for admin.'s handling of crisis outlined; President Carter's press conference tonight announced.REPORTER: John Chancellor(DC) Carter said using occasion of exchange of credentials from 6 new ambs. today to comment on Iranian crisis. [CARTER - addresses issue.] White House aide quoted with regard to scheduling of news conference at such political delicate time.REPORTER: John Palmer Possible departure of Shah for Mexico soon considered; details given. Iran reported filing suit in New York City today seeking funds allegedly embezzled by ShahREPORTER: John Chancellor(Tehran, Iran) Govt.-arranged tour of some of Shah's palaces said effort to illustrate Shah's hording of wealth; films shown. Andrew Wyeth painting donated by Lyndon and Lady Bird Johnson and photograph of Empress with Rosalynn and Amy Carter noted among objects on display; documents purportedly showing that Shah's family sent billions out of Iran examined.REPORTER: George Lewis 4 flyers reported missing from USS Kitty Hawk after crash of their craft; details given. Kitty Hawk noted now in Indian Ocean due to Iranian crisis.REPORTER: John Chancellor",1979,544450,520,2539,12190
"President Carter's pledge of new effort to feed starving Cambodians reported; present amount United States presently spending noted.REPORTER: Walter Cronkite(Chicago, Illinois) Carter's response to appeals by UNICEF and International Red Cross outlined. [CARTER - comments on situation; mentions South Vietnam.) Pres reported announcing plans for new office for families within Department of Health, Education and Welfare as well as White House conference on the family next summer. [CARTER - discusses conference on family.) White House aides reported denying speech before conference of Catholic Charities was political; number of times Carter mentioned Pope John Paul II mentioned. Carter's appearance tonight at Chicago fundraiser for Mayor Jane Byrne noted; mayor's statements on Carter last week recalled. Films shown. President's efforts to receive her support noted include federal aid to Chicago in recent mos.; details given.REPORTER: Lesley Stahl",1979,542172,150,957,12190
"Report on school integration and quality of education introducedREPORTER: Walter Cronkite(Dallas, Texas) Dallas, Texas, busing plan reported Challenge to plan noted to be heard by Supreme Court next fall. Claim by school officials with regard to rate of learning by blacks in segregated and desegregated schools outlined. [Dallas school district spokesperson Dan SHEEHAN - comments.] Study stated limited to 2000 4th graders. Yvonne Ewell's position with regard to improvement of segregated schools due to desegregation plan reported; details given. [Assistant superintendent Yvonne EWELL - comments.] NAACP (National Association for the Advancement of Colored People) position with regard to controversy discussed. [NAACP (National Association for the Advancement of Colored People) spokesperson Richard DOCKERY - comments.] School officials' argument to Supreme Court outlined.REPORTER: Eric Engberg",1979,544818,160,901,12190
President Anwar Sadat's criticism of Saudi Arabia's influence re: breaking of diplomatic ties with Egypt by other Arab ntns. reported.REPORTER: Walter Cronkite,1979,546857,20,159,12190
"Carter speech considered.REPORTER: Morton Dean(DC) Film of Carter at church shown. [John J. RHODES - on """"Face the Nation"""" criticizes administration for lack of energy plan.] [James WRIGHT - on ABC's Issues and Answers speaks of speech; recalls Franklin Roosevelt.] Day called critical one for president Carter said to address nation's """"malaise.""""REPORTER: Lee Thornton Schedule of speech broadcast given.REPORTER: Morton Dean",1979,547238,83300,428,12190
"Report with regard to president cabinet shake-up introducedREPORTER: Charles Osgood(DC) President Carter's attendance at morning church service with Senator Max Baucus and his wife reported Baucus said still undecided on Strategic Arms Limitation Talks (SALT) II. [Hamilton JORDAN - clarifies his new role in administration] Tape shown courtesy ABC """"Meet the Press."""" Rel. of Jordan and Congress noted. [Joseph CALIFANO - speaks about his last meeting with Carter.] Tape shown courtesy ABC """"Issues and Answers.""""REPORTER: Lee Thornton",1979,544909,83330,536,12190
"Crash of American Airlines DC-10 in Chicago last May said not fault of pilot or crew.REPORTER: John Chancellor(DC) File tape of crash shown. National Trans. Safety Bd. report said criticizing FAA, McDonnell Douglas and American Airlines for their roles in crash. [Bd chairperson James KING - gives underlying causes of crash.] [Bd. investigator Martyn CLARKE - comments with regard to American Airlines role.]REPORTER: Robert Hager",1979,548316,130,431,12190
Rhodesian elecs. noted.REPORTER: John Chancellor(Rhodesia) Situation of voting blacks outlined; reasons for white support of election stated Rel. between white government and party headed by Bishop Abel Muzorewa detailed. Position of black guerrillas noted. Integration of Frank Johnson school in Salisbury featured; films shown. De facto segregation efforts by whites outlined. [Tanik SAKIYIKA - discusses experience of integrating neighborhood; elecs.; future black-white rely in Rhodesia.] Implications of black turnout at polling stations; Carter admin. stance with regard to election noted.REPORTER: Garrick Utley,1979,539524,260,618,12190
"(Jerusalem, Israel) President Carter's departure from Israel for Cairo meeting with Anwar Sadat and Begin-Sadat acceptance of American proposals reported [Menahem BEGIN - responds to anchor's questions with regard to Knesset, treaty, resignation.] Carter noted en route to DC.REPORTER: John Chancellor(Ben Gurion Airport, Israel) Carter-Begin breakfast meeting in King David Hotel reported; film shown. Carter's airport speech quoted with regard to remaining issues. [CARTER - comments.] [BEGIN - comments.] Film shown.REPORTER: Hilary Brown(Cairo, Egypt) Carter's arrival in Cairo and meeting with Sadat reported; film shown. Carter-Begin telephone conversation cited. [CARTER - announces Sadat's acceptance of proposals.] Oil and autonomy of west bank and Gaza Strip noted as key factors in treaty.REPORTER: John Dancy Demonstrations on west bank with regard to treaty noted, include actions by Gush Emunim.REPORTER: John Chancellor(Ramallah, West Bank) Presence of PLO (Palestine Liberation Organization) flag on school in Ramallah noted. Demonstration by group wanting Palestinian homeland reported, shown; details with regard to casualties of recent protests given.REPORTER: Rick Davis Israeli reaction to United States media coverage of events stated.REPORTER: John Chancellor",1979,541489,510,1282,12190
"Threats reported made against American hostages by terrorists holding them inside embassy in Tehran reported; films shown.REPORTER: Frank Reynolds(DC) President Carter's reaction to recent Iranian demonstrations noted. [CARTER - comments on report just recd.] Zbigniew Brzezinski's incrd. security arrangements during crisis cited. [CARTER - sums up situation.]REPORTER: Sam Donaldson(DC) Realization of indefinite standoff said setting-in in government [State Department spokesperson Hodding CARTER - notes limitations placed on administration] Acting foreign minister Abolhassan Bani-Sadr said key figure, next to Ayatollah Khomeini; details given. United States said continuing efforts through Bani-Sadr, UN and PLO (Palestine Liberation Organization) to obtain release; question of Khomeini's control over terrorists inside embassy compound considered.REPORTER: Ted Koppel(Tehran, Iran) Status quo said remaining; largest demonstration since crisis began reported, shown.REPORTER: Peter Jennings(Tehran, Iran) Terrorist warning with regard to Shah's possible departure from United States for nation other than Iran outlined. Today's demonstration said beginning under guise of religious gathering at Tehran Univ.; presence of former prime minister Mehdi Bazargan and former foreign minister Ibrahim Yazdi noted; crowd chants with regard to jihad quoted.REPORTER: Bob Dyk(Tehran, Iran) Differences between perspectives of Carter and Khomeini on human rights outlined; basic resistance to United States stance on Shah stated.REPORTER: Peter Jennings Attempts to understand Iranian Islamic mentality as well as that of Khomeini said major effort in DC.REPORTER: Frank Reynolds(No location given) Psychological profile of Khomeini examined; basic elements listed on screen. Khomeini's view of Americans outlined; fragility of Khomeini's personality detailed.REPORTER: Barrie Dunsmore Artist: Freda Reiter Representative John Rhodes reported suggesting that CIA topple Khomeini; Rhodes quoted. Upcoming items announced; films shown.REPORTER: Max Robinson",1979,547648,640,2053,12190
".REPORTER: David Brinkley(San Joaquin Valley, California) Effect of agriculture pesticides on farm workers examined; films shown. Group of workers sprayed while picking lettuce cited as example; details given. Sources of exposure other than accidental spraying noted; lack of rpting. of poisoning cases mentioned [Lindhurst Clinic spokesperson Frances HENSLEY - discusses why workers won't report incidents.] Situation of illegal aliens in Arizona, living in orchards, examined. [Hansen Farms spokesperson Bryce BARNARD - comments.] Replacement of DDT, and other pesticides banned, by more dangerous chemical compounds outlined. [University of Arizona Dr Augusto ORTIZ - comments on long-range effects.] Situations of 2 women, pregnant at time of spraying, cited as ex. of birth defects possibly linked with pesticides; names given [Central Valley Ctr spokesperson Dr. Mary Lou HICKMAN - comments on disproportionate number of patients coming from farm working families.] Incrd. number of miscarriages among female farm workers considered; other Possible related factors cited.REPORTER: Robert Bazell",1979,548898,280,1100,12190
"White House departure ceremony for Carter reported; film shown. [CARTER - comments; mentions Anwar Sadat and Menahem Begin.]REPORTER: David Brinkley(Cairo, Egypt) Egyptian prime minister quoted with regard to peace prospects. Anticipated bartering with Carter while in Cairo mentioned. Criticism of Carter's trip by a Saudi Arabian prince, radical Arab leaders and demonstration against trip by university students seen as indicative of risks run by Sadat.REPORTER: John Chancellor(Cairo, Egypt) Student demonstrations at Cairo Univ., reminiscent of Iran situation, reported, shown. Call for Islamic government and anti-Carter rhetoric cited. Security measures taken against NBC camera crew outlined. Popularity of sheik ousted by Sadat noted; film shown. Anti-Israel stance of right-wing Islamic groups such as Muslim Brotherhood noted. The Brotherhood's violent tendencies in past stated. Bomb explosion at Sheraton Hotel last month recalled. Isolation of Sadat from most of Arab world if signs treaty with Israel examined. Arab League headquarters in Cairo shown and noted to be moved out of Egypt along with Arab embassies in event of treaty signing. Mtg. between Sadat and Saudi Crown Prince Fahd bin Abdul Aziz last summer recalled; film shown. Moderate Arab backing of Sadat noted contingent of return of Israeli occupied land. Sadat's popularity in Egypt mentioned.REPORTER: David Burrington",1979,543865,260,1399,12190
"Report with regard to Billy Carter introducedREPORTER: Charles Osgood(Plains, Georgia) Billy's gas station said now leased to son-in-law Mark Fuller. Billy's intention of returning to celebrity circuit now that he has regained control of his alcohol problem stated. Plans for a trip to Libya as a guest of Muammar Kadhafi noted. [Anti-Defamation League B'nai B'rith Stuart LEWENGRUB - comments.] [Billy CARTER - says everyone has right to criticize, but no one can tell him who he should or should not associate with.] [Agent Tandy RICE - asks could anybody be successful if lots of Jewish people get mad at him.] [Billy CARTER - comments on grand jury investigation of 1976 presidential campaign funds.]REPORTER: John Sheahan",1979,541573,200,726,12190
"Arrival of 6 members of Congress Women's Caucus in Phnom Penh, guests of government which ousted Pol Pot, noted.REPORTER: John Chancellor(Bangkok, Thailand) Present conditions in Phnom Penh examined; films shown. Purpose of women's trip, visit with leader Heng Samrin outlined Limitations of distribution of aid reaching Phnom Penh cited; tour of Pol Pot extermination camp mentioned. [Representative Elizabeth HOLTZMAN - relates commitment made by Cambodian government] Difficulties posed in aid proposals cited.REPORTER: Jack Reynolds",1979,548266,130,536,12190
USSR desire for United States to halt product of space shuttle due to alleged threat to their space satellites and United States response reported.REPORTER: Frank Reynolds(DC) Mil. aspects of allegedly non-defense space shuttle outlined; NASA animation shown. State Department denial of intentions to use space shuttle as anti-satellite vehicle reported.REPORTER: Ted Koppel,1979,550694,90,374,12190
